-0:12	とみさたん	
3:34	カトウタイキ	アンジュ・ベルモンドさん
3:34	始メ	ネットワークさん！？
3:34	j	おじさん
3:34	ぐだのすけ	それはそう
3:34	理解する炭酸	つよい
3:34	フジノンノン	確かに
3:34	mya mya	ふぇありすショック・・・・
3:34	デコポン	それはそう
3:34	Rabbit _539	それはそう
3:35	シュンぱーふぇくと美少女	おじさんきた
3:35	ぼるさん	それはそう
3:35	アマド	つよい
3:35	トリウナギ	草
3:36	モモモ	それはそう
3:36	comet	言えるもんなら言ってみろよ！(天下無双
3:36	帽子屋ユエナ	確かに
3:37	ねびゅらねびねび・	それはそう
3:37	りんご味	たくさん騙してるからな〜
3:37	ぷりぷりプリン	それはそう
3:38	im	ゆうくん！？
3:38	鮭フレーク	草
3:38	ニシナ	草
3:38	たれぐま,	確かに
3:38	あきカレー	たしかに
3:38	Ka Ka	草
3:38	ジャス・アゴーティス	草
3:38	hina yusa	始まったな
3:39	ホンヤ	確かにｗ
3:39	color game	草
3:40	いーな。	草
3:40	一夜朔夜	確かに多いかもしれないがｗ
3:40	のんあるちゃん	草
3:41	もにぎり	はいｗ
3:41	草bot	草
3:41	Nicojin	草
3:41	こしぼね	草
3:42	小夜啼鳥	それはそう
3:43	泣く子も黙る上腕二頭筋	リゼアンがちじゃないん
3:44	ぽたこ。	草
3:45	木目	それはたしかにｗ
3:45	_ただの暇人_	ドラム缶め！！！！
3:46	一筒	ふぇありすショック・・・
3:46	00 kuma	草
3:46	まつまえ	強そう
3:46	beni syoga	それはそう
3:47	あかるる	人狼始まってんなぁ・・・
3:47	よもぎもちもち	それはそう
3:47	riri piri	そうだな…
3:48	ゆずぽん	それはそう
3:48	不明主任	それはそう
3:48	まりも	それはそう
3:48	司大成	ゆうくん！
3:49	K M	ふぇありすショック！
3:49	Penla【ペンラ】	草
3:50	AK 107930	え？男の子だったんですか！？
3:51	レイン	JK人狼やってたな
3:51	いでんで	俺も騙されてた
3:51	Dear Deer	草
3:51	エーピー	草
3:52	奏	それはそう
3:52	S・Sドラッツェ	ゆうくん久しぶりに見た
3:53	kura	草
3:53	のくしぃ	もう役持ち
3:54	lee	てんかいじクッソイケメンで草生える
3:54	Dola Uc	だまされたわ
3:54	かめいぬ	草
3:54	_らあこ	ネカマ草
3:54	Michael Mika	こんばんはー！
3:54	ふくざわゆきち	草
3:55	山燕	ゆがみん２（天開司（フェアリス））
3:56	たべっちかにっち	ネカマ
3:56	3 96	草
3:56	83ヘチマ	草
3:56	さめやま	画面上に被害者多数
3:56	シャムねこ	草
3:56	kbf kbf	ネカマCO
3:56	れい	巴さんミュート？
3:57	DKYM	ラインこえたな
3:58	もにぎり	ショック
3:58	スラ	役職ゆうくん
3:58	あっく	ネカマ
3:59	サボりの	草
3:59	井田いつき	草
4:00	焼鱈	草
4:00	車丹波守斯忠	生きてたんだな…
4:00	冬海	草
4:01	。ゆり	草
4:01	アマグモ	強そう
4:02	a a	ふぇありすはネカマじゃない！！
4:02	鯵の開き	草
4:03	morocco birdmen	役職CO
4:03	siro yoshida	ヒメプ？
4:04	yy -	草
4:04	ロンギ	役職、ネカマ
4:04	星野空	草
4:05	言寺子お姉さんのエプロン	
4:06	梓	草
4:08	しーくん	おはくずぅ
4:08	咲やん	音圧
4:09	AIKE	草
4:09	きさき	おはくず
4:09	黒猫しぐれ	音圧よ
4:10	ホルシュタインホルマリン	圧が強いんじゃあ
4:10	ジム頭	使用料発生
4:12	saw	響いた
4:12	みやぴ	おはくず！
4:14	メロンソーダ8号	あれは、ネットワーク…！
4:14	朱朱	音圧ｗｗ
4:14	Mizinko王	音圧草
4:15	ウルトー	これは強キャラ
4:16	オムライスター	低すぎて音乗ってない
4:18	エルア	圧が
4:19	いぬはのねこ	おはくず
4:19	メガミュウツーY	にじさんじネットワークの人だ！
4:20	ゆずぽん	音圧たりてんねえ
4:20	ama sawa	ネットワークさん！？
4:21	zale	あ・・・
4:21	i h	古参マウント助かる
4:21	マツリカ	おはくず...!
4:21	りのまろん	音割れ草
4:21	みなとみらい	おはくず
4:21	edy on	あっ
4:22	プッチーザ	おはくず
4:22	7 00	音圧草
4:22	M	あっ
4:22	mifu hin	あれ？
4:23	nanao	おまえＧＭやってたやろ
4:23	エマノン	あ
4:23	矢瀬	あ・・・
4:23	2 LCOM	あっ
4:23	直樹カナン	あ、
4:23	スミスジェーン	あれっ
4:23	なりはる	あっ
4:23	ranu	あっ…
4:23	新鮮な腐ったクッキー	あっ
4:24	kosuke sangenya	あっ
4:24	りょぷとん	あっ
4:24	ぎらぎら星	あっ
4:24	ツバサ	古参面おじさんがよ…
4:25	T2ふぁーじ	あれ？
4:25	オリード	あっ……
4:25	こーさん	あっ
4:25	月に行きたい月波	流行ったなー
4:25	丸い長方形	音割れぃ
4:25	あっと	あれ…？
4:26	緒方正義	あっ
4:26	EX提督	あっ
4:26	まつまえ	草
4:26	ぶるげ /Eureka Works	それ以上いけない
4:26	iroha ao	あっ
4:27	かるど	あっ
4:27	Nh	あっ
4:27	山浦環	お、おう
4:27	さちるの	あっ
4:28	MiA	あっ
4:28	くももくもく	あっ
4:28	D.クワバラ	あっ
4:28	A Y	微糖
4:29	能天熊	草
4:29	リュウグウノツガイ	あ・・・
4:30	よんえの	草
4:30	春光雪	あっ
4:30	カズキ	あれ？？？
4:30	givun01	微糖…
4:30	くろしゅな	あっ
4:31	あたるん!	あっ
4:31	いちごだいふく	草
4:31	ちょこみんと	おはくず
4:31	wamotin motiron	黎明期って他の顔してなかった？？
4:31	mikamika	草
4:31	_らあこ	あっ
4:31	鉄の塊	あっ
4:31	犬養毅	草
4:32	ボウガン	あっ
4:32	G pen	グレーの時代かｗ
4:32	senko	あっ
4:32	Ichikoton	おや？
4:32	あづき	草
4:32	!みっか	あっ・・・
4:33	プラスティー	あれ？
4:33	かしゅがる	あ・・・
4:33	83ヘチマ	ん？
4:33	ぴよ	あっ
4:33	Rabbit Room	あっ
4:33	りーこりーこ	あ
4:34	じぇニキ	あっ
4:34	Keys	草
4:34	【 t o m o e 】	黎明期、、
4:34	白薔薇	あっ…
4:34	めろんぱん	あっ
4:35	車丹波守斯忠	おや
4:35	野球ロボット	あっ
4:36	デコポン	草
4:36	はりがね	あっ
4:37	はいどれ	微糖・・・？
4:37	アキバkun	緑色の
4:37	ksk -f	草
4:37	神の味噌汁	あっ
4:37	のんた	微糖
4:38	せきかわ	微糖・・・？
4:38	nanaha	草
4:38	月森ソラ	草
4:38	ファインセーブ	やっぱ巴さま音入ってないよな
4:38	こるまげRicecake	微糖…
4:38	Lvぜいじゃく少女	あっ
4:38	どんぺり	それ以上はまずい
4:39	麻婆茄子	草
4:39	ルルギア.	古参面w
4:39	やきとり	微
4:39	愛ねこ	あっ
4:40	ユクズカ	あれ？6月……？
4:40	温暖ヘルエスタイフーン	微糖
4:40	yoodo sk	あー…
4:40	LOVE _GK	微糖？
4:41	密室少年	草
4:41	ネコォ	草
4:41	大福おじさん	微糖
4:42	若猫	緑の・・・
4:42	Yian Garuga	草
4:43	てぃれもん	草
4:43	とっとこ冬花	草
4:43	匿名	え？
4:44	こもも	草
4:44	トオル	草
4:44	みなと	え？
4:44	星野空	草
4:44	はるひこ	操作いらない人狼ならてんかいじ強い
4:44	あいうえおにぎり〔鮭〕	草
4:44	山口フグ雄	草
4:44	あかしおな	釣られちゃったからｗ
4:45	シノ	！？
4:45	よっしー	草
4:45	蒼い山葵	え？
4:45	izqyoi _	あっ
4:45	あんどりゅー	草
4:45	ゾウキン	草
4:45	まぐ_R	え？
4:45	hawk 3795	え
4:45	ばぶばぶ	草
4:46	エーピー	え？
4:46	ぎゅーにゅー	草
4:46	うさみ	なに？ｗ
4:46	マイナーおじさん	草
4:46	金熊ン	草
4:46	テフロンサーモン	草
4:46	するめいか	何今の
4:46	なはたなはと	??????????????
4:47	サルモネラ菌	なんて？
4:47	くまのてのひら	草
4:48	toki	なにそれ
4:48	にこぴ	なにそれ？
4:48	さゆり〔・`ω・ ́〕	え？
4:49	チシ	草
4:49	ふじみや。	誰
4:50	たんぼ	え？
4:50	ちぇりあ	え？
4:51	カルマver&	草
4:51	あまや	え？
4:52	夏代	草
4:52	エモエモ	草
4:52	胡麻よっしー	なんだそれ
4:52	矢瀬	どこからきたｗ
4:52	みー3	草
4:52	おしお	なに？なに？
4:52	キルミルク	草
4:52	みと	草
4:52	_ awabyu	その挨拶なにぃ・・・？
4:53	ぎるがめっしゅ	草
4:53	松の	草
4:54	そろ	草
4:54	相馬[そーま]	草
4:54	ブルーレット奥竹	なに？
4:54	ガく	草
4:54	もちもちだいふく	草
4:54	セルカトネットヤーグ	脳死してんねぇ
4:54	HAPPY picaQ	草
4:56	yu fan dai	草
4:57	うなぎカレー	だれ？
4:57	まいか	誰…
4:57	RinQ Tiger	やってたねw
4:57	すずやん	草
4:59	makimaki	草
4:59	かつどん	草
4:59	みなみん	え？何それ？
4:59	youma takasato	誰？
4:59	ここ	草
4:59	らごり	いきおいが凄い
5:00	しろやみ	宇宙人狼・・・
5:00	いちごうさぎ	草
5:00	KoKAsO	草
5:00	じょに	講談社につられちゃったねぇ
5:00	えぬ	草
5:01	ゆきじるし	なんて？
5:01	たまさん	巴さん声入ってる？
5:01	かなん	今日のためだった！？
5:03	アンミツ	今日に向けてね
5:04	コエビfrom Ambergraph	おやおや？
5:04	。名前はまだない	いつもの
5:04	クロロ	巴さんミュート？
5:04	れんぴっか	おりゃー
5:05	山羊【ヤギ】	え？
5:05	碁御乃孝茶	かわいいやん
5:05	焼氷	なかよく（騙し討ち）
5:06	ShihChin Chen	誰だよ
5:07	Schwarz Clive	草
5:07	ヒムさん3号	知らない人は知らないままでいいぞ
5:07	クロオビ	誰だよ！！
5:07	パンダマン	草
5:07	オトスケ	やっぱり巴様声が入ってなさそう？？
5:08	Elu	誰？
5:08	M	草
5:08	柚葵-ゆうき-	おりゃー気に入ってんのか‪w
5:08	とょめめ	だからそれなんだよw
5:08	あみ	なんだいまの
5:08	モリーン	最近掛け声おかしいやろww
5:08	シュンぱーふぇくと美少女	早速脳みそ溶けてんなあ！？
5:08	しょご	はじめての自己紹介ここで試すの草
5:08	めいぷる	それ定着させんの？
5:08	どんぺり	もうふわふわしてきた
5:09	。ラグ	草
5:09	Cloelia	草
5:09	KOP_ gooner	色んな人狼ゲームしてきたね笑
5:09	ツバサ	緑のおじさんはセルフで吊られた定期
5:09	ニオ。	だれぇ
5:09	からし	仲良く勝ちに？
5:09	鬼 朱	エリンギ大好き
5:10	のぞギ	草
5:11	さとまる	ホスト要素は？
5:11	*みあ	草
5:11	けちゃ	草
5:11	ゆい	草
5:11	usa usa	勝ちはもらうんだなｗ
5:11	3 96	草
5:12	hara da	草
5:12	こーさん	巴さん声入ってない？
5:12	ルルギア.	最近の挨拶。
5:12	愛に生きる	その挨拶ださいんだよなあ…
5:12	カービィ	草
5:13	おひた	アンジュの場所って悪意ない
5:14	奏	草
5:14	zale	もっかい！？
5:14	シロ。	いじられてて草
5:14	日日日	草
5:14	ときしろ	なに今の
5:14	三原_みはら	草
5:15	黎明卿新しきボンドルド	両手に花ってレベルじゃない男
5:15	Kotori Usagi	もっかいｗ
5:15	ほのちぃ。	もっかい
5:16	ブルブル	葛葉
5:16	スライムまん	もう一回聞こうか！
5:16	ポックル	かわいそうw
5:16	グランツ	なかよくかぁ・・・
5:16	てらま	草
5:16	S IWAI-	人狼ばっかやってるふわっち
5:17	TET D	腰低すぎ
5:17	NARUGA0	しゃばいわー。
5:17	ギギ	草
5:17	まむ	草
5:17	s. fuuki	草
5:17	イド	なんだいまの
5:18	ごり	草
5:18	クロコマ	草
5:18	ゴリラ・ゴリリ・ゴリル	草
5:19	Tenko -	あぇ〜
5:19	ミングル	巴様ミュートでは？
5:19	うさにゃん・w・	草
5:21	ネロ	草
5:21	れれ	草
5:22	Aliceさん	草
5:22	桐田	草
5:22	hawk 3795	草
5:22	いるかのともだち	草
5:23	Ib	草
5:23	マーサ	草
5:23	ぶるげ /Eureka Works	草
5:23	あおい	草
5:23	ロフロス	草
5:23	たべっちかにっち	草
5:23	ねこんねこの	草
5:23	ひいろ	草
5:23	書店員	え？
5:23	もりさき	草
5:23	書店くじら	草
5:23	メロウさん	ん？
5:23	佐藤	草
5:23	ネムイ	草
5:24	牛たん	草
5:24	ma_siku	草
5:24	すみのふ。	草
5:24	天使と悪魔の子	草
5:24	taroh tanaka	ほんとに？
5:24	夏目屋。	草
5:24	おちゃちゃ	もう人狼は始まってね？
5:24	iam i	草
5:25	TIKUWA	草
5:25	Dogs	草
5:25	はむみ	草
5:25	ゆか	草
5:25	いあいあクトゥルー	草
5:25	じぇニキ	草
5:26	飛龍	草
5:26	O_to_99	草
5:26	よつら	草
5:26	月城かなで	草
5:26	はますたま	先輩が酷いw
5:26	OTIKA	なんて？
5:27	りょうの	なんて？？？
5:27	I DRAGON	草
5:27	舌噛み雀	草
5:27	カナリア	草
5:27	すし	草
5:27	木ハム君	草
5:27	ろくさん	おりゃー！
5:27	中田悠生	声ハイッテナイゾ
5:28	綾嶺。	おりゃー？
5:28	白いわさび	それ変えた方が良いよ
5:28	なりはる	何それ何それ何それ
5:29	とわせ	草
5:29	color game	草
5:29	N W	草
5:30	アイシクルフォール	草
5:30	紫野。	草
5:30	りっぷなのだ	巴様ミュートじゃね？
5:30	北条琴塚	草
5:30	ぽぽぽぽぽぽ	草
5:30	魔界探偵	流行らないし流行らせない
5:31	たくみ	巴さん声はいっている？
5:31	ニモを食う.	草
5:31	こしぼね	草
5:31	マーボー	なんだ？
5:32	梅ぼし	草
5:32	コー	草
5:32	千鶴	草
5:32	【Emma】えま	草
5:33	Dear Deer	草
5:33	のんあるちゃん	草
5:34	パピコ食べようや	草
5:34	Ryoki	草
5:34	Gh G	草
5:34	よもぎもちもち	草
5:34	とりあたま	草
5:34	ezoRig	巴さんミュート？
5:35	まーみん	草
5:36	なな	草
5:36	こあ老婆	草
5:36	ワァ	やめたげてよぉ！
5:37	すこやか生活.	かなかなずっと光ってるな
5:38	by Lulla	草
5:39	しお	おりゃーーー！
5:40	てらま	そんなんあった？
5:40	よみ	草
5:41	亀のコーラ	だとしても疑問よ
5:41	ゆき	草
5:41	りくリク	草
5:41	トオル	✌️
5:42	ちなまる	草
5:42	咲やん	草
5:42	エーピー	✌️
5:42	くりすぷ	✌️
5:42	kbf kbf	全然違うだろ
5:43	かえるは帰る	草
5:43	レバニラ	挨拶草
5:43	あかるる	ピースに対抗してんのかよ・・・ｗ
5:43	はむたはむじろう	草
5:43	よーむくんII世	いつものふわっち
5:43	Myojin	✌️
5:44	ぴょんきちぴょん	草
5:44	クーヘン	✌に謝れ
5:45	_ sakuma	草
5:45	イド	✌️
5:45	山河有	✌
5:45	ヨンアーゴ	✌️
5:45	Dreaming Up!	草
5:45	Kino Suzuki	巴様声入ってる？
5:46	エコール	これ掘るだけで枠終わるぞw
5:47	なる	✌️
5:47	いじみみ	✌️
5:47	さき	✌️
5:48	らごり	草
5:48	タスクだんちょー	草
5:48	ナビ	グウェルなんか言え
5:48	\yugo /	✌️
5:48	pokekid88	o_o?
5:49	めぐし	✌
5:49	ころもちかずと	巴様ミュートやね
5:50	えんどう豆	✌️
5:51	ニオ。	巴さん声ある？
5:51	ひるな	なんて？
5:51	ユージ六四零	五代雄介のキックの掛け声かな？
5:51	りう	おりゃー！
5:52	ASH	✌️
5:52	鉱物	笹木バグってない？
5:53	ホライぞぬ	謎が謎をよんでるねぇ
5:53	ネル	草
5:54	nanao	分析するのやめたれｗ
5:54	朋	巴さんの声入ってない?
5:54	siro yoshida	草
5:54	ユニかす	草
5:55	キタマ	草
5:55	Uロイ	巴
5:55	ゴンザレス	草
5:55	山浦環	✌
5:55	ニム	✌️
5:55	ナミガキ	草
5:56	黒猫	巴さん声聞こえない？
5:56	帽子屋ユエナ	草
5:56	山之介	笹木ずっと光ってるやん
5:57	*マロン	おりゃーー✊✊
5:58	せんりつ	草
5:58	OTIKA	すげぇメンツだな
5:58	きなこなこ	✌
5:58	いあ	✌️
5:59	むおん	✌
5:59	シマウマ剛士	草
6:01	_ _kuma	葛葉ミュートかな？
6:01	よモぎ	おぎゃー草
6:02	木ハム君	居るわ
6:02	REO	おぎゃー！の方が解釈一致
6:02	プッチーザ	オギャーはアンジュ
6:02	シーラー	赤ちゃんはアンジュなんだよなあ
6:02	おおおおおお	赤ちゃんみたいなところはある
6:03	賽子双六	光ってるからミュートじゃないんじゃ
6:03	zale	えろい！
6:03	たくみ	よかった！
6:03	オーヨシマサイシ	そんな腰低い奴がするかけ声じゃねえ
6:03	ギーマ	巴様ー！
6:04	Tadomi	かわいい
6:05	GNOME【ノーム】	おかえりなさいませー
6:05	Lvぜいじゃく少女	草
6:05	心刃	入ってたで
6:05	OWL /M	声入ってる
6:05	ダックスフント	しぃしぃめっちゃ楽しそうやん！
